update,episodes,frames,FPS,duration,return_mean,return_std,return_min,return_max,success_rate,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,loss,grad_norm
1,128,10048,170.87996521967727,58,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9393869141104874,-0.025217577024293652,-0.05058048745760658,0.0024865083738451134,-0.06873109538084382,0.1650198232382536
2,256,20160,172.5730753749108,117,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9406227065792567,0.001369383186562417,0.002676696721273056,0.00022146643255791212,-0.01661879578723183,0.029599586501717567
3,448,30208,170.15487694543,176,0.003005208447575569,0.04153280706087052,0.0,0.5770000219345093,0.005208333333333333,63.911458333333336,1.2236701788460898,47.0,64.0,1.94036407480135,0.021538861954818776,-0.03857763415756201,0.28483862057316034,0.08443805024882031,0.4163314353208989
4,577,40319,171.5173477333473,235,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9344380184788459,-0.015552592139023595,-0.02354780742903074,0.002133909107325689,-0.04182523271471819,0.08877290762029588
5,768,50368,169.9266547972239,294,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9336409826802547,-0.008390782197757296,-0.02352864773187674,0.0007486396612306333,-0.0424907345334764,0.06822748691774905
6,898,60478,170.30005151602637,353,0.004715384428317731,0.053556471967260426,0.0,0.6129999756813049,0.007692307692307693,63.83846153846154,1.834724234797011,43.0,64.0,1.9339072161270296,0.0047086304819172675,-0.04526229859190574,0.3041457668515875,0.08747149919308021,0.2422765577211976
7,1088,70528,168.91545915902782,413,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.933179048617088,0.0066364106819782505,0.015175472477471818,0.002209592515919202,-0.0030515212502645614,0.0701873293146491
8,1217,80639,170.19337392769185,472,0.00426356598388317,0.048236742707841354,0.0,0.550000011920929,0.007751937984496124,63.89147286821706,1.2278443332231521,50.0,64.0,1.931501566391059,0.031788650086588384,-0.02584237594486819,0.2597944523852049,0.08473984912905892,0.2185221677646041
9,1408,90687,168.8535574689891,532,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9241193264995695,-0.009243030317523503,-0.019038166406767667,0.0025273805907269574,-0.03701566966475955,0.10828858753666282
10,1536,100799,170.92817084994627,591,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9202258409873312,-0.0035022638282463984,-0.002710915140012362,0.00042550680506581737,-0.021700417505034916,0.044337636325508356
11,1728,110847,168.8494957381959,650,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9219860157953088,0.0007315782082517384,0.002592587768553258,0.00020514108728178192,-0.01652470041232504,0.03308523213490844
12,1856,120959,171.17132872633465,710,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9249354782278496,0.0009074591255255977,0.0011030553085341044,7.52560433542372e-05,-0.018108672544926027,0.01791846047854051
13,2048,131068,169.93608430697188,769,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.92883418060125,0.0001607221140613204,0.0009104897023366762,4.656018556715463e-05,-0.01835457211916236,0.012756460229866207
14,2176,141180,170.73849414313872,828,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9319806368992063,-0.0001640507115023612,0.00019677406987451417,3.760839243773401e-05,-0.019104227800912494,0.008378444355912507
15,2307,151289,169.234382565117,888,0.0033740458142666415,0.038470041205854365,0.0,0.44200000166893005,0.007633587786259542,63.98473282442748,0.1740725839846012,62.0,64.0,1.9329101712658423,0.01758949500784674,-0.030998386512330254,0.17714243629280454,0.03824373234484597,0.2315944004803896
16,2496,161340,167.80917051207086,948,0.002481481543293706,0.03402436071618355,0.0,0.4690000116825104,0.005291005291005291,63.973544973544975,0.36273304764026687,59.0,64.0,1.9301992708083444,0.002335704450388334,-0.06163966268380095,0.20257791926879526,0.020347307148459847,0.24751960020512342
17,2627,171449,168.04112154250046,1008,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9182069986153574,-0.013193615655658807,-0.022815548059578833,0.0019209118173753967,-0.04103716375660573,0.07269654609262943
18,2816,181500,167.14232859345742,1068,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9125697485529574,-0.007421745547102624,-0.021547040467745974,0.0007094429445390705,-0.04031801664963277,0.04819911066442728
19,2946,191610,168.5145989866539,1128,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9147239841410244,-0.007545050171825254,-0.009766113594121186,0.00019528276320297222,-0.0288157103677178,0.03421575273387134
20,3136,201660,166.8506457099698,1188,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9202818730191804,-0.0023548024336272266,-0.004111275386341224,8.176188720765944e-05,-0.023273212755497416,0.022447516850661486
21,3267,211770,168.70628285011486,1248,0.011488549581920828,0.09264290485721334,0.0,0.8199999928474426,0.015267175572519083,63.44274809160305,4.570332984918135,20.0,64.0,1.9266342856763732,0.045686523603117896,-0.06178533199089985,0.7188600591814863,0.27837833400767825,0.2997426260262728
22,3456,221821,165.78563865683546,1309,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9250226816974723,-0.013602359757203692,-0.01595985374227231,0.0031544770322950535,-0.03363284641516741,0.11135008931159973
23,3587,231930,167.26793050084967,1369,0.00577862617623715,0.065886475569802,0.0,0.7570000290870667,0.007633587786259542,63.717557251908396,3.220342803715123,27.0,64.0,1.9239579013929557,0.04246596195128835,-0.020907135964340056,0.37418604240379955,0.14694631478236708,0.19894220400601625
24,3776,241981,165.4491232798973,1430,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9186428067767434,-0.010619705201911184,0.01724270545804454,0.003991520371538755,5.203897639206186e-05,0.12973651848733425
25,3907,252091,167.34700458945198,1491,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9214909584656668,0.014951207516503057,0.02034703088002178,0.0013593061334963286,0.001811774837039227,0.08084794273599982
26,4096,262142,165.3259089622068,1551,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9253003064251315,0.0007632869562311498,0.0007769561087722467,0.0002546152338743069,-0.018348739012214465,0.02792255050735548
27,4226,272196,165.93795636542816,1612,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.930132151142086,-0.0003053081188160464,0.003124734697984599,0.00011913346174224792,-0.01611702044251569,0.020217115408740938
28,4359,282303,166.31187297290657,1673,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.931637126855472,0.002354588631333761,0.002207198227900787,5.953604569099583e-05,-0.017079406455962703,0.014258010254707187
29,4545,292356,165.45513634312118,1734,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9350942167182308,-0.0007833426982666684,-0.0018682073325133998,3.000169569994979e-05,-0.02120414994954233,0.005526955355890095
30,4679,302462,165.90049250967016,1794,0.004507462480174962,0.05198259319574779,0.0,0.6039999723434448,0.007462686567164179,63.850746268656714,1.7212779992045968,44.0,64.0,1.9354179121292914,0.020922952051093024,-0.03740743742636508,0.2980351177787769,0.09225596754993988,0.21001547947525978
31,4865,312517,165.35253359977688,1855,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,64.0,1.9319637039240054,-0.0038061027619793217,-0.007315576231737645,0.001491623012640945,-0.025889401125232123,0.0541238309815526
